,0
25,"Шымкентте екі бала құрылысы аяқталмаған ғимарат жертөлесінде от жағып, салдарынан өрт шығып, сыртқа шыға алмай қалған. Оларға құтқарушылар көмекке"
26,"Қостанайда 12 үйді жойған өртті әкімдік қалалық ауқымдағы төтенше жағдай деп атады, - деп хабарлайды Tengrinews.kz тілшісі."
27,9 мамырда кешке Қостанай шетінде Тобыл өзенінің бойында қамыс өртенді. Желдің салдарынан өрт жақын маңдағы тұрғын үйлер мен Набережная көшесіндегі
28,"Бурабайда Синюха тауында өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
29,"Көкшетау іргесіндегі Красный яр кентінде екі қабатты үй өртеніп, бір отбасы қаза тапты. Шырт ұйқыда жатқан ерлі-зайыптылар егіз баласымен қызыл"
30,"Алматыда ірі супермаркеттен өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
31,"Төтенше жағдайлар вице-министрі Марат Күлдіков 2021 жылы Қазақстанда өрттен келген шығын 9 миллиард теңгеден астам болғанын айтты, - деп хабарлайды"
32,"Батыс Қазақстан облысында тасжолда көлік өртеніп кетті, - деп хабарлайды mgorod.kz."
33,"Мұнайлы ауданы Баянды ауылындағы қоқыс полигонында өрт болды. Мұнайлы ауданының әкімі Ержан Күмісқали негізгі өрт сөндірілгенін мәлімдеді, -"
34,"Солтүстік Қазақстан облысында жекеменшік үй өртеніп, салдарынан 4 адам қаза болды, - деп хабарлайды Tengrinews.kz тілшісі СҚО ТЖД мәліметіне"
35,"Премьер-министр Әлихан Смайылов үкіметке өрттің алдын алу жұмыстарын күшейтуді тапсырды, - деп хабарлайды Tengrinews.kz тілшісі."
36,"Оқиға Талдықорғаннан 50 шақырым жерде орналасқан Алматы облысы Көксу ауданы Айнабұлақ ауылының маңында болған, - деп хабарлайды Tengrinews.kz"
37,"Павлодарда мектепте өрт шығып, 15 жастағы оқушы зардап шекті. Төтенше жағдайдан кейін қыз басы қатты аурғанына шағымданған. Жедел жәрдем оқушы"
38,"Павлодар мектебінде шыққан өрт сөндірілді. Өртті сөндіруге екі сағаттан астам уақыт кетті, - деп хабарлайды Tengrinews.kz тілшісі."
39,"Павлодарда мектептегі өртті сөндіру жұмыстары жалғасып жатыр. Облыстық Төтенше жағдайлар департаментінің баспасөз қызметі мәліметінше, білім"
40,"19 сәуірде таңертең әйгілі Мысырдың Хургада курорттық қаласының жағалауында Scuba sin экскурсиялық яхтасы өртке оранды. Бортта 27 адам, оның"
41,"Павлодарда мектепте болған өрттен 47 жастағы мұғалім зардап шекті, - деп хабарлайды Tengrinews.kz тілшісі."
42,"Павлодар облысындағы мектепте алапат өрт шығып, 551 бала эвакуацияланды, - деп хабарлайды Tengrinews.kz тілшісі облыстық ТЖД сілтеме жасап. "
43,"18 сәуір күні таңертең Ақмола облысы Аршалы ауданында белгісіз біреулер мемлекеттік мекеменің ғимаратын өртеп жіберген, - деп хабарлайды Tengrinews.kz"
44,"Павлодарда мектептегі өрттің алдын ала себебі белгілі болды. Өрт салдарынан 3 бала шұғыл түрде ауруханаға жатқызылып, 2 оқушы медициналық көмекке"
45,"Алматыда Алатау ауданы Ақкент шағынауданындағы 9 қабатты үйден өрт шыққан, - деп хабарлайды Tengrinews.kz тілшісі."
46,"Маңғыстау облысының оңтүстігіндегі Қарақия ауданы Ақтау-Жаңаөзен тасжолында белгісіз себептермен ""Газель"" толық жанып кетті, - деп хабарлайды"
47,"Павлодарда өртеніп жатқан көліктің видеосы Қазнетті таңғалдырды, - деп хабарлайды Tengrinews.kz тілшісі."
48,"Павлодарда мектепте шыққан өрт салдарынан бес бала ауруханаға жеткізілді. Қазір зардап шеккендердің жағдайы тексеріліп жатыр, - деп хабарлайды"
49,"Талдықорғанда 7 балалы отбасының үйі өртеніп кетті, - деп хабарлайды Tengrinews.kz тілшісі."
50,"Ресейден Тәжікстанға бет алған үлкен жүк көлігі Түркістан облысында жолда жанып кетті, - деп хабарлайды Tengrinews.kz тілшісі Түркістан облысы"
51,"Алматыда өртенген үйден ер адам өлі табылды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап."
52,"Алматы облысында базар өртенді, - деп хабарлайды Tengrinews.kz тілшісі."
53,"Рудныйда көршісі керосин шашып, өртеп жіберген үш жасар бала жансақтау бөлімінен палатаға ауыстырылды. Өміріне қауіп жоқ, - деп хабарлайды Tengrinews.kz"
54,"Жантүршігерлік оқиға Шымкенттен небәрі 30 шақырым жердегі Сайрам ауданында болды, - деп хабарлайды Tengrinews.kz тілшісі otyrar.kz сайтына сілтеме"
55,"Ресейдің Белгород қаласындағы мұнай базасында өрт шықты. Оқиға орнында төтенше жағдайлар қызметі жұмыс істеп жатыр, - деп хабарлайды Tengrinews.kz"
56,"Сейсенбі, 29 наурызда Нұр-Сұлтанда ""Қазмедиа"" орталығында трансформатордан өрт шықты. Адам шығыны мен зардап шеккендер жоқ, - деп хабарлайды"
57,"Қостанайда тұрғын үйден өрт шығып, төрт адам қаза болды, - деп хабарлайды Tengrinews.kz тілшісі Қостанай облысының Төтенше жағдайлар департаментіне"
58,"20 наурызда Павлодардағы электролиз зауытында өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі Pavlodarnews.kz сайтына сілтеме жасап. "
59,"Нұр-Сұлтанда құрылыс нысанының астыңғы қабатында өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
60,"Павлодарда түнде бесқабатты үйден өрт шықты. Өрт сөндірушілер 37 жастағы ер адамды өрттен алып шығып, жедел жәрдем қызметкерлеріне тапсырды."
61,"Қостанай облыстық ауруханасының дәрігерлері рудныйлық үш жарым жасар баланың өмірі үшін күресіп жатыр, - деп хабарлайды Tengrinews.kz тілшісі"
62,Өскеменде әйелді өрттен құтқарып қалған жігіттер марапатталады. Бұл туралы Шығыс Қазақстан облысының ТЖД мәлімдеді - деп хабарлайды Tengrinews.kz
63,"Петропавлда Береке шағынауданында болған өрттен 5 адамның денесі табылды, - деп хабарлайды Tengrinews.kz тілшісі ТЖМ баспасөз қызметіне"
64,"Павлодарда ер адам мен оның мысығын өрттен құтқарылды, - деп хабарлайды Tengrinews.kz тілшісі Павлодар облысының Төтенше жағдайлар департаментіне"
65,"Нұр-Сұлтанда ""Абу-Даби Плаза"" көпфункционалды кешенінде желдеткіш камера өртенді, - деп хабарлайды Tengrinews.kz тілшісі."
66,"Алматыдағы Төле би көшесінде орналасқан кафеден өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
67,"Энергодар қаласындағы Запорожье АЭС-інің оқу ғимаратында шыққан өрт сөндірілді, - деп хабарлайды Tengrinews.kz тілшісі."
68,"Запорожье атом электр станциясы аумағында өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі Reuters агенттігіне сілтеме жасап."
69,"Теңіз вахталық кентінде өрт болды. Атырау облысының ТЖД ақпаратты растады, - деп хабарлайды Tengrinews.kz тілшісі."
70,"Ақмола облысы, Бұланды ауданы, Купчановка ауылында өрттен үш адам қаза тапты, - деп хабарлайды Tengrinews.kz тілшісі Ақмола облысы ТЖД баспасөз"
71,"Қарағандыда ""Алтын Арба"" базарындағы үш дәмхана өртенді. Өрт сөндіруге 52 құтқарушы мен 15 техника жұмылдырылды. Өрт аумағы 500 шаршы метр болды,"
72,"Қызылорда облысында қону кезінде АН-2 ұшағы өртенді, - деп хабарлайды Tengrinews.kz тілшісі Азаматтық авиация комитетінің баспасөз қызметіне"
73,"Атлант мұхиты мен Португалияның Азор аралы маңында қымбат көліктер тиелген Felicity Ace жүк кемесіндегі өрт сөндірілді, - деп хабарлайды Tengrinews.kz"
74,"21 ақпанда Ақтөбеде №18 мектепке бара жатқан жолда балалар отырған ПАЗ автобусынан өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі ""Диапазон"""
75,"Португалияда Азор аралдары жағалауында мыңдаған қымбат көлік тиелген кемеде өрт шықты. Құтқарушылар бесінші күн қатарынан өртті сөндіріп жатыр,"
76,"Корфу аралына жақын жердегі Ион теңізінде Euroferry Olympia паромы өртенді. Оның бортында 239 жолаушы және 51 экипаж мүшесі болды, - деп хабарлайды"
77,"Алматы облысы Талғар аудандық полиция ғимаратынан өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі облыстық ПД баспасөз қызметіне сілтеме жасап."
78,Павлодар-Нұр-Сұлтан тасжолында өзбек трикотажы бар көп тонналы жүк көлігі жанып кетті. Салдарынан республикалық жол учаскесінде жеңіл және жүк
79,"Қарағандыда өрт кезінде аяқкиім жөндейтін шағын шеберханадан екі адам өлі табылды. Облыстық ТЖД қызметкерлері мән-жайды анықтап жатыр, - деп"
80,"Семейде кеше екі үйден өрт шықты. Өртті көрші тұратын Андрей Матвеев көргенде, үй кіреберісінің төбесі, терезе-есігі, жиһаздар жанып жатқан."
81,"Францияның Шамальер қаласындағы банкнот фабрикасында алапат өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі Metro басылымына сілтеме жасап."
82,"Екібастұзда өртсөндірушілер қараусыз қалған ғимараттан төрт күшікті алып шықты, - деп хабарлайды Tengrinews.kz тілшісі."
83,"Нұр-Сұлтандағы ""Жанұя"" ТК 8-қабатынан 15-қабатқа дейінгі аумақта керамогранит астындағы қаптау жанып кетті, - деп хабарлайды Tengrinews.kz тілшісі"
84,"Ақтөбе облысы Қобда ауданы Қызылжар ауылында өрт болып, 5 жасар егіз балалар қаза болды, - деп хабарлайды Tengrinews.kz тілшісі."
85,"""Сәтті Жұлдыз"" бірыңғай лотерея операторы Маңғыстау облысы Бейнеу ауылының тұрғыны ойын клубын өртеп, ісін видеоға түсірген оқиғаға қатысты"
86,"Маңғыстау облысы Бейнеу ауылының тұрғыны лото-клубты өртеп, ісін видеоға түсірген. Оқиға 3 ақпанда болған, - деп хабарлайды Tengrinews.kz тілшісі."
87,"Қызылордада №1 жолаушылар автобусы жүріп бара жатқан кезде өртенді. Оқиға кезінде ішінде 16 адам болған, - деп хабарлайды Tengrinews.kz"
88,"Ақтөбеде құтқарушылар мысықты өрттен арашалап қалды, - деп хабарлайды Tengrinews.kz тілшісі Ақтөбе облысы ТЖД баспасөз қызметіне сілтеме"
89,"Түркістан облысындағы өрттен қойшы қаза тауып, мыңнан аса қой қырылды, - деп хабарлайды Tengrinews.kz тілшісі. Бұл туралы ҚР Төтенше жағдайлар"
90,"Алматыда Төле би, 177 мекенжайындағы үш қабатты ғимарат өртенді, - деп хабарлайды Tengrinews.kz тілшісі қалалық ТЖД баспасөз қызметіне"
91,"Ақтөбеде Пацаев көшесіндегі медуниверситет жатақханасынан өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі ""Диапазон"" сайтына сілтеме жасап."
92,"Ұлттық ұлан офицері Марат Тұрғынбаев жанып жатқан нысаннан төрт газ баллонын алып шықты, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына"
93,"Полиция қызметкерлері Нұр-Сұлтанда жаппай тәртіпсіздікке қатысы бар деген күдікке ілінген Жамбыл облысының 35 жастағы тұрғынын ұстады, - деп"
94,"СҚО-да полиция қызметкері зейнеткерді өрттен аман алып қалды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап."
95,"""Қазақстан"" және ""Хабар"" арналарының журналистері 5 қаңтарда кеңсеге қалай шабуыл жасалғанын және Алматыдағы қазақ телевизиясының тарихи ғимараты"
96,"Алматы полициясы мегаполистегі тәртіпсіздіктер кезінде бүлінген және қираған көлік қалдықтары сақталған автотұрақты көрсетті, - деп хабарлайды"
97,Павлодарда екі қабатты дәмхана ғимаратында өрт шықты. Өрт салдарынан нысанның шатыры қирады. Өрттің шығуына электр сымдарының қысқа тұйықталуы
98,"Нұр-Сұлтанда дүкен өртенді, - деп хабарлайды Tengrinews.kz тілшісі."
99,"""Қазақфильм"" киностудиясы мародерлердің әрекетінен зардап шеккен жоқ, - деп хабарлайды Tengrinews.kz тілшісі."
100,"Әкімдік ғимараты қирап, өртенді, ал әкім Алматыда. Бұл туралы қала әкімінің орынбасары Ержан Бабақұмаров айтты, - деп хабарлайды Tengrinews.kz"
101,"Шерушілер Алматы әкімдігі ғимаратына басып кіруге әрекет жасады. Артынша ғимараттан өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
102,"Кейптаунда орналасқан ОАР парламенті ғимаратында өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі РИА Новостиге сілтеме жасай отырып."
103,"Таразда алаңға орнатылған қаланың бас шыршасы өртеніп кетті, - деп хабарлайды Tengrinews.kz тілшісі."
104,"Алматыдағы базарлардың бірінде өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
105,"Қостанайда бесінші сынып оқушысы жанып жатқан саяжайдан төрт баланы құтқарып қалды, - деп хабарлайды Tengrinews.kz тілшісі."
106,"Павлодар облысында тасжолда оқушылар тасымалдайтын автобус өртеніп кетті. Оқиға кезінде көлікте 6 бала болған, - деп хабарлайды Tengrinews.kz"
107,"Қостанай облысы Құсмұрын кенті маңында қосалқы электр станциясында өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
108,"Ақтаудағы ""Флоренция"" жаңа тұрғын үй кешенінде өрт шықты. Маңғыстау облысының Төтенше жағдайлар департаменті жағдайға қатысты түсініктеме берді,"
109,"Алматыда көпқабатты тұрғын үй ауласында Mercedes көлігі өртеніп кетті, - деп хабарлайды Tengrinews.kz тілшісі."
110,Маңғыстау ауданының бесінші разъезд аумағында вагон өртеніп кетті. Бұл туралы Мемлекеттік өрт бақылау басқармасының бастығы Александр Алексеев
111,Таиландта 38 жастағы қойма меңгерушісі мұнай мен химиялық заттар сақталған ғимаратты өртеп жіберді. Ол мұндай әрекетті бастығынан кек алу үшін
112,"""Алтын бұлақ-2"" тұрғын үй кешенінде шыққан өрт сөндірілді, - деп хабарлайды Tengrinews.kz тілшісі."
113,"Алматыдағы ""Алтын бұлақ-2"" тұрғын үй кешенінде болған өрт куәгерлерінің бірі Tengrinews.kz тілшісіне оқиға туралы айтып ьерді."
114,"Кеше, 10 желтоқсанда Алматыдағы Брусиловский көшесінде орналасқан ""Алтын Бұлақ-2"" тұрғын үй кешенінен өрт шықты. Әзірге 120-ға жуық адам эвакуацияланғаны"
115,"Алматыдағы Брусиловский көшесінде орналасқан ""Алтын Бұлақ-2"" тұрғын үй кешенінен өрт шықты, 120-ға жуық адам эвакуацияланды, - деп хабарлайды"
116,"Ақтауда салонында балалар отырған автобус өртенді. Оқиғаның мән-жайын оқиға куәгерлері айтып берді, - деп хабарлайды Tengrinews.kz тілшісі Lada.kz"
117,6 қараша күні таңертең Қостанайдағы қонақүйлердің бірінен өрт шықты. Жалынды ауыздықтау үшін құтқарушыларға бірнеше сағат қажет болды. Оқиғадан
118,"Өткен демалыста Теміртауда жеке үйлердің бірінде өрт шықты. Құтқарушылар оқиға орнынан үй иесі мен жұбайының денесін тапты, - деп хабарлайды"
119,"1 желтоқсанда Ақтаудың 34-шағынауданында өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі ""Лада"" порталына сілтеме жасап. "
120,"Қостанайда жеке тұрғын үйде болған өрттен 7 жасар қыз қаза тапты, - деп хабарлайды Tengrinews.kz тілшісі."
121,"Алматыда ""Ақсай"" сауда үйінен өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі қалалық ТЖД баспасөз қызметіне сілтеме жасап."
122,"Нұр-Сұлтанда 18 қабатты ""Европейский"" тұрғын үй кешені өртенді. Ақпаратты қалалық Төтенше жағдайлар департаменті растады, - деп хабарлайды Tengrinews.kz"
123,"Мәскеуде өрттен зардап шеккен Ресей Федерациясының еңбек сіңірген әртісі Марина Хлебникова жасанды тыныс алу аппаратына қосылып, қазір комада"
124,"Әнші Марина Хлебникова Мәскеуде өрттен зардап шекті, - деп хабарлайды Tengrinews.kz тілшісі ресейлік БАҚ-қа сілтеме жасап."
125,Tengrinews.kz фототілшісі Шортандыдағы газ баллоны жарылуынан екі отбасы зардап шеккен қайғылы оқиға орнына барып қайтты.
126,"БҚО-да дәрі-дәрмек тиелген көлік өртеніп кетті, - деп хабарлайды Tengrinews.kz тілшісі."
127,"Жапониядағы ""Генкай"" атом электр станциясының аумағында өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі NHK арнасына сілтеме жасап."
128,"Алматыда екі қабатты үй өртенді, - деп хабарлайды Tengrinews.kz тілшісі қалалық Төтенше жағдайлар департаменті баспасөз қызметіне сілтеме жасап."
129,"Жезқазғанның орталық ауруханасында өрт салдарынан 60 жастағы науқас көз жұмды, - деп хабарлайды Tengrinews.kz тілшісі."
130,"Алматы тұрғындарын түн ортасында қаланың шағын аудандарының бірінде болған алапат өрт шошытты, - деп хабарлайды Tengrinews.kz тілшісі."
131,"Оралда өртенген пәтер иелері әкімдіктен көмек сұрады. Әкімдік алты отбасыға 145 мың теңгеден бір реттік көмек көрсететінін мәлімдеген, - деп"
132,"Жамбыл облысында дизель құйылған цистерналар өртенді, - деп хабарлайды Tengrinews.kz тілшісі ТЖД баспасөз қызметіне сілтеме жасап."
133,"Түркияның Анталия қаласында орманды өртеді деген күдікпен ресейлік жеті турист ұсталды, - деп хабарлайды Tengrinews.kz тілшісі РИА Новостиге"
134,"Қарағандыдағы жеке үйлердің бірінде өрт шықты. Жанып жатқан ғимарат пен көрші үйден жеті адам құтқарылды, - деп хабарлайды Tengrinews.kz тілшісі."
135,"Сирия үкіметі 2020 жылы ірі дала өртіне әкеп соққан қасақана өртеу әрекеті үшін сотталған 24 адам өлім жазасына кесілгенін жариялады, - деп"
136,"Алматыда жанармай бекетінің жанында шыққан өрт қалалықтардың есін шығарды, - деп хабарлайды Tengrinews.kz тілшісі."
137,"Белгісіз біреу Павлодарда көпқабатты үйлердің бірінің жанында тұрған Mercedes көлігін өртеген. Өрт салдарынан қасындағы көлікке де зиян келген,"
138,"Алматыда жанып жатқан бес қабатты үйден анасы мен төрт жасар баласы құтқарылды, - деп хабарлайды Tengrinews.kz тілшісі."
139,"Ақтөбелік өрт сөндірушілер күшікті өрттен құтқарды, - деп хабарлайды Tengrinews.kz тілшісі өңірдің ТЖ департаментіне сілтеме жасай отырып."
140,Қарағанды облысы Абай қаласының тұрғындары көп қабатты тұрғын үйдің бірінші қабатында жабдықталған гаражды жабуды талап етеді. 12 қазанда кешке
141,"Бодрум курортында бес жұлдызды қонақүй өртенді, - деп хабарлайды Kaz.tengritravel.kz тілшісі. "
142,"Талдықорғанда полиция департаментінің ғимараты өртенді. Өрттің шығу себебі анықталды, - деп хабарлайды Tengrinews.kz тілшісі."
143,"АҚШ-та жолаушылар ұшағы қозғалтқыштың өртенуіне байланысты шұғыл түрде ұшуды тоқтатты. Бортта дүрбелең шықты. Оқиғаның видеосын Daily Mail жариялады,"
144,Махамбет ауданы Ортақшыл ауылының тұрғындары өрт сөндірушілер мен полицейлер өртенген шөптің орнынан үш баланың мәйіті табылғаны туралы ақпаратты
145,"Ақсайда букмекерлерік кеңсені өртеп жібергісі келген ер адамды полицейлер  тоқтатып үлгерген, - деп хабарлайды Tengrinews.kz тілшісі Рolisia.kz"
146,"Атырау облысының Махамбет ауданында бума шөп өртеніп, 3 бала қайтыс болды, - деп хабарлайды Tengrinews.kz тілшісі ҚР ТЖМ өкіліне сілтеме жасап."
147,"Қазақстанның Қорғаныс министрлігі әскери саперлар қолданбайтын оқ-дәрілерді жоятынын айтты, - деп хабарлайды Tengrinews.kz тілшісі."
148,"Дәрігерлер ""Астықжан"" сауда орталығында болған өрт кезінде терезеден құлаған қыздың жағдайын айтты. Бұл туралы Ұлттық ғылыми травматология және"
149,"Американың Атлантик-Сити қаласында (Нью-Джерси штаты) Spirit Airlines әуекомпаниясының ұшағы ұшып бара жатқанда өртенді, - деп хабарлайды Kaz.tengritravel.kz"
150,"Алматыда жекеменшік үй өртенді, - деп хабарлайды Tengrinews.kz тілшісі."
151,"Желіде өртеніп жатқан полиция көлігінің видеосы жарияланды. Кадрлар Атырауда түсірілгені белгілі болды, - деп хабарлайды Tengrinews.kz тілшісі."
152,"Нұр-Сұлтандағы ""Астықжан"" сауда орталығындағы өрттен кейін қылмыстық іс қозғалды, - деп хабарлайды Tengrinews.kz тілшісі."
153,"Астаналық өртсөндірушілер ""Астықжан"" сауда орталығынан шыққан өртті сөндірді, - деп хабарлайды Tengrinews.kz тілшісі."
154,"Нұр-Сұлтандағы жиһаз салонынан шыққан өрт кезінде 2001 жылғы қызметкер терезеден секіріп кетті, - деп хабарлайды Tengrinews.kz тілшісі."
155,"Нұр-Сұлтандағы ""Астықжан"" сауда орталығында жиһаз салонынан өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі Нұр-Сұлтан қаласы ТЖД баспасөз"
156,"ТЖД мәліметінше, Алматыда Навои көшесіндегі қаңырап қалған ""Бунгало"" дәмханасы өртеніп жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
157,"БҚО полицейлері 4 адамды өрттен құтқарып қалды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап."
158,"Баланы өрттен құтқарған риддерлік металлург марапатталды, - деп хабарлайды Tengrinews.kz тілшісі."
159,"Іле Алатауының тауларындағы өртті құтқарушылар төрт күн қатарынан сөндіріп жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
160,"Нұр-Сұлтанда өрт сөндірушілер жалақысы аз екенін айтып шағымданды, - деп хабарлайды Tengrinews.kz тілшісі ""Астана"" телеарнасына сілтеме жасап."
161,"Іле Алатауында орман өртін сөндіріп жатыр. 26 қыркүйекте Іле-Алатау ұлттық паркі аумағында өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі"
162,"Ақсуда қарттар үйінен түтін салдарынан 60 адам эвакуацияланды, - деп хабарлайды Tengrinews.kz тілшісі."
163,Алматыда Панфилов пен Арбат жаяу жүргіншілер көшесі маңындағы үйдің өртенуі бойынша полиция тергеу жүргізеді - деп хабарлайды Tengrinews.kz
164,"Төтенше жағдайлар министрлігі Өртке қарсы қызмет комитетінің бөлім бастығы Ерлан Төрегелдиев Нұр-Сұлтандағы ""Қазақмыс"" ғимаратында шыққан өрттің"
165,"Қарағанды ​​облысы Төтенше жағдайлар департаментінде қалдықтарды қайта өңдеу зауытындағы өрттің себебі айтылды, - деп хабарлайды Tengrinews.kz"
166,"Қайта өңдеу кәсіпорнының аумағында өрт шықты. Өрт сөндіруге Қарағанды облысының ТЖД қызметкерлері жұмылды, - деп хабарлайды Tengrinews.kz тілшісі."
167,"Нұр-Сұлтанда Тұран даңғылындағы әкімшілік ғимаратынан өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
168,"Алматыда Барахолка базарынан тағы да өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі ТЖД мәліметін сілтеме жасап."
169,"Түркістан облысында 3,5 тонна бензин құйылған цистернадан өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі ТЖМ мәліметіне сілтеме жасап."
170,"Павлодарда трамвайдан өрт шықты. Бұл кезде көлік жүріп келе жатқан. Қалалық трамвай әкімшілігі деректі растады, - деп хабарлайды Tengrinews.kz"
171,"Қарағанды ​​облысында дала өртін сөндіру кезінде үш адам зардап шекті. Олар ауруханаға жатқызылды, - деп хабарлайды Tengrinews.kz тілшісі ""Хабар"
172,"Ақтауда аспанды басып кеткен қою түтін жұрттың үрейін ұшырды, - деп хабарлайды Tengrinews.kz тілшісі."
173,"Алматыда Назарбаев даңғылындағы тұрғын үйден шыққан өрт оқшауланды. Бұл туралы Төтенше жағдайлар департаменті мәлім етті, - деп хабарлайды Tengrinews.kz"
174,"Алматы орталығында өрттен шыққан қою түтін тұрғындарды үрейлендірді, - деп хабарлайды Tengrinews.kz тілшісі."
175,"Алматыдағы жанармай құю бекеттерінің бірінде өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
176,"Алматыда тұрғынның көлігін әдейі өртегендер мен оған тапсырыс беруші анықталды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме"
