,0
63,Жапырақ-жүрек жас қайың!
64,Жанымызды айырбастайық
65,Адам боп жүрсең қасқайып
66,Қайың боп тұрам қасқайып
67,Тәуекел айырбастайық
68,Өмірге-өмір жалғасып
69,Анамыз жерге жармасып
70,Бірде адам бірде қайың боп
71,Сүрейік өмір алмасып
72,Мұқағали Мақатаев
73,Мұқағали өлеңдері
74,Мақатаев өлеңдері
75,өлеңдер
76,Қазақша өлең
77,өмір сүрейік
78,алмасып
79,өмір сүрейік алмасып
80,Мұқағали Мақат
81, 
82,Өмірімді несіне жек көремін
83,Өмірімді несіне жек көремін
84,Ауыр-жеңіл болса да өткеремін
85,Өмір қашып барады құсқа мініп
86,Мен артынан жетем бе деп келемін
87,Тағдырыма несіне өкпелейін
88,Мойын бұрмай келіп ем көпке дейін
89,О өмір ұстатпаған уың бар ма
90,Әкел әкел оны да жеп көрейін!
91,Мұқағали Мақатаев
92,Мұқағали өлеңдері
93,Мақатаев өлеңдері
94,өлеңдер
95,Қазақша өлең
96,өмірімді несіне
97,жек көремін
98,өмірімді несіне жек көремін
99,М
100, 
101,Өтініш
102,Ескі көздер бара жатыр азайып
103,(Олар жайлы ойламаудың өзі айып)
104,Ей тірілер!
105,Соларды бір еске алып
106,Тебіренейік толғанайық жазайық!
107,Кетті олар
108,Келмеске енді жол алды
109,Қажымайтын солдаты еді қоғамның
110,Қасиетін паш етейік олардың
111,Қателігін кешірейік олардың
112,Тіршілікте көрінеміз өлместей
113,Тұра алмаймыз ерегеспей белдеспей
114,Өтейікші бірімізді-біріміз
115,Өшіктірмей өкпелетпей сен деспей
116,Мұқағали Мақатаев
117,Мұқағали өлеңдері
118,Мақатаев өлеңдері
119,өлеңдер
120,Қазақша өлең
121,өтініш
122,Мұқағали Мақатаев өлеңдері
123, 
124,Өтелер ме
125,Аңсамаймын
126,Алмаймын көп өмірді!
127,Білемін көп өмірден көрерімді
128,Аларымды алған соң ақысына
129,Беріп кетсем болғаны берерімді
130,Мынау аспан
131,Мынау жер мекеніме
132,Есеп берер күн туар кетерімде
133,Тоқсан жасап жүз жасап неғыламын
134, беремін жүз жылдың өтеуіне
135,Өтелер ме жылуы жарық күннің
136,Төленер ме қызығы мамық түннің
137,Жүз жыл емес бір жылдың өтеуі жоқ
138,Ылаж құрып мінеки налып тұрмын
139,Нағып тудың Анам-ай нағып тудың
140,Күндерімді күйбеңмен жалықтырдым
141,Аңсамаймын
142,Алмаймын көп өмірді!
143,Көріп жүрмін онсыз да көрерімді
144,Күндер батып таңдарым атқан сайын
145,Күдіктенем біле алмай не дерімді
146,Мұқағали Мақатаев
147,Мұқағали өлеңдері
148,Мақатаев өлеңдері
149,өлеңдер
150,Қазақша өлең
151,өтелер ме
152,өтелер ме
153,Мұқағали Мақатаев өлеңдері
154, 
155,Ал ішіңдер бұл - қымыз
156,Ал ішіңдер
157,Бұл - қымыз
158,Бұл қымыздың арғы атасын сұрасаң
159,Құлаша қулық бие сүті еді
160,Томсарған ер қазақтың асы еді
161,Бұл қымызды кім ішсін
162,Бұл қымызды
163,Айлы күні айналған
164,Бұлтты күні толғанған
165,Құрығын қу найзадай таянған
166,Томсарған ер қазақтың өзі ішсін! 
167,Мағжан Жұмабаев
168,Мағжан Жұмабаев өлеңдері
169,өлеңдер
170,Қазақша өлең
171,ал ішіңдер
172,қымыз
173, 
174,Алатауда
175, АЛАТАУ
176,Иір-иір Алатау
177,Бұйра-бұйра жал ма екен
178,Қарасам көзім талады-ау
179,Қияңа асқар Алатау
180,Бөлек-бөлек бала тау
181,Етекте шөккен нар ма екен
182,Желкендегі ару Алатау
183,Жауһардан тізген жал ма екен
184, ҚҰЗДАР МЕН ҚЫЗДАР
185,Алатаудың құздары
186,Аспанның сырын ұрлайды
187,Жылытып жырмен мұздарын
188,Күңірентіп таудың құздарын
189,Қырғыздың ару қыздары
190,«Зекенбайды» ырлайды
191,Алатаудың құздары
192,Қырғыздың сырын ұрлайды
193, ҚОҚИ МЕН ҚАРТОЗ
194,Тұлымдары сүліктей
195,Селкілері бар болсын!
196,Едірейіп еліктей
197,Селкілері сүліктей
198,Қоя-ақ қойды елікпей
199,Көрініп қоқи қартозын
200,Сымбаттары сүліктей
201,Селкілері бар болсын!
202, ТАУДЫҢ ТОЛҒАУЫ
203,Ай шырайлы аяшың
204,Күл болып күйіп солмасын
205,Бозаға толып шанашың
206,Күл болып күйіп аяшың
207,Семетей менен Манасың
208,Қысыр бір қисса болмасын
209,Айшөректей аяшың
210,Күл болып күйіп солмасын
211, ҮЙДІҢ ЕРІ
212,Тырнала қырғыз танабың
213,Ел болмайсың оқымай
214,Мола жұтсын манабың
215,Тастапсың адыра танабың
216,Боза бопты шалабың
217,Атаң көрі қоқи-ай
218,Тырнала қырғыз танабың
219,Ел болмайсың оқымай 
220,Мағжан Жұмабаев
221,Мағжан Жұмабаев өлеңдері
222,өлеңдер
223,Қазақша өлең
224,Алатауда
225, 
226,Алданған сұлу
227,Күні кеше толған ай жүзің еді
228,Сиқырлы қара нәркес көзің еді
229,Мап-майда мамық қардай мінсіз денең
230,Бейне бір бақшадағы үзім еді
231,Жел тимей кірсіз тұрған кезің еді
232,Жандыға жақсы дәру сөзің еді
233,Басып кеткен пайғамбар іздеріндей
234,Қадірлі аяқ басқан ізің еді
235,Ал бүгін ол көріктің бәрі де жоқ
236,Ақмарал аяғыңа дәл тиген оқ
237,Өкіндің жастық мастық ісің өтті
238,Аһ ұрдың сыртың - жалын ішінде - шоқ
239,Тіліне қу түлкінің тез алдандың
240,Ойламай таңдағаны тез құп алдың
241,Тап-таза ат көркем көрік - бәрі кетіп
242,Өміріңше құтыла алмас отта қалдың
243,Таралды жұрт аузына жаман атың
244,«Бұзылған!» дейді енді жақын жатың
245,Ызыңдап ол да бұл да сол сөзді айтар
246,Жас текпей нағып сонда шыдар дәтің 
247,Мағжан Жұмабаев
248,Мағжан Жұмабаев өлеңдері
249,өлеңдер
250,Қазақша өлең
251,алданған сұлу
252, 
253,Ана
254,Үйдің іші ұйқыда
255,Түн ортасы шамасы
256,Көзін алмай бесіктен
257,Бөбек жатыр албырап
258,Бесікте бөбек ауру
259,Тербетіп отыр анасы
260,Үнсіз меңіреу ұзын түн
261,Жел азынап тұр есіктен
262,Шөкиіп ана отыр
263,Жүрегіне біреу біз
264,Сұғып алып кеткендей
265,Үнсіз меңіреу ұзын түн
266,Шөккен қара бір нардай
267,Сарғайып ана сарылып
268,Демігіп қызып қысылып
269,Ауық-ауық селк етед
270,Әлденеден шошьшып
271,Селк етсе бөбек ананың
272,Өзіне ажал жеткендей
273,Шөкиіп отыр дем алмай
274,Таң алдында қара бұлт
275,Күңіреніп көкті жабады
276,Бөбегінің бетіне
277,Ананың жасы тамады 
278,Мағжан Жұмабаев
279,Мағжан Жұмабаев өлеңдері
280,өлеңдер
281,Қазақша өлең
282,ана
283, 
284,Асық иіру
285,Сынайын бір сақаны
286,Иірейін құрғырға-
287,Айттырғанға қалқаны
288,Толды ма екен он жылға
289,Алшы түссең - болғаның
290,Тәйке түссең - тәуекел
291,Бүге түссең - құрығаның
292,Шіге түссең - ұрғаның
293,Таңмын өзім ой алда-ай
294,Өсіп қапты апыр-ай
295,Әй қыз деген кәпір-ай!
296,Мен баяғы қалпымда
297,Алсам биыл күрке аулақ
298,Жатар ек-ау екеуміз
299,Бір аяқ қатық тастап ап
300,Қойға кетсем мен күндіз
301,Қойды айдасам түс ауа
302,Ырғала басып ыңыранып
303,Қатыным шықса қой сауа
304,Сусынға қойса қымыран ғып
305,Күркеге барсам жайланып:
306,«Әй қатын бері кел!»- десем
307,Бірдеңеге айналып
308,Ол кешігіп келмесе
309,Қайта шығып күркеден
310,Қатынға барсам тістеніп
311,Отырған жерде желкеден
312,Теуіп-теуіп қалсам кеп
313,Ол көзіне жас алып:
314,«Адыра қал- десе- адыра қал
315,Ал асықты байқалық
316, дер екен біздің бал
317,Алшы түссе алақай!
318,«Түс- дегенде- түс құрғыр!»
319,Қырыққа келген «балақай»
320,Тәйке түсті-ау! Тәуекел! 
321,Мағжан Жұмабаев
322,Мағжан Жұмабаев өлеңдері
323,өлеңдер
324,Қазақша өлең
325,асық иіру
326, 
327,Ата бата
328,Мектептен (қайтты) Марияш
329,Әліппесі қолында
330,Шақырады оны атасы:
331,«Кел құлыным кел мұнда»
332,Марияш:
333,«Ата ата!»- дегенде
334,Атасы:
335,«Кұлыным ата дейді ғой!»
336,Марияш:
337,«Бата бата!»- дегенде
338,Атасы:
339,«Құлыным бата дейді ғой!
340,Бата десең қарт атаң
341,Айналсын сендей ботасын!
342,Оқы құлыным әлім бол
343,Атаң берді батасын!» 
344,Мағжан Жұмабаев
345,Мағжан Жұмабаев өлеңдері
346,өлеңдер
347,Қазақша өлең
348,ата
349,бата
350,ата
351,бата
352, 
353,Атақты ақын - сөзі алтын хакім Абайға
354,Шын хакім сөзің асыл - баға жетпес
355,Бір сөзің мың жыл жүрсе дәмі кетпесу
356,Қарадан хакім болған сендей жанды
357,Дүние қолын жайып енді күтпес
358,Сөзіңе құлақ салып баға бермей
359,Қисайып қыңырайды жұрттың иттес!
360,Бұртиып теріс қарап: «Аулақ жүр!»- деп
361,Болды ғой жақын туған бәрі кектес
362,Тыныш ұйықта қабіріңде уайым жеме
363,«Қор болды қайран сөзім босқа!»- деме
364,Артында қазақтың жас балалары
365,Сөзіңді көсем қылып жүрер жөнге!
366,Ай жыл өтер дүние көшін тартар
367,Өлтіріп талай жанды жүгін артар
368,Көз ашып жұртың ояу болған сайын
369,Хакім ата тыныш бол қадірің артар
370,Жүрген жанның артында ізі қалар
371,Етікші өлсе балға мен бізі қалар
372,Бір бай өлсе төрт түлік малы қалар
373,Жүйрік елсе артында сөзі қалар!
374,Сұм дүние сылаң беріп көптен өтер
375,Сау қалғанның көбісі ертең бітер
376,Тоқтамас дүниенің дөңгелегі
377,Жүйріктің айтқан сөзі көпке кетер
378,Мағжан Жұмабаев
379,Мағжан Жұмабаев өлеңдері
380,өлеңдер
381,Қазақша өлең
382,атақты ақын
383,Абайға
384,атақты ақын - сөзі алтын хакім абайға
385, 
386,Ауру
387,«Дәрігер дәрі бақсы!»- деп
388,Алмаңдаршы мазаны
389,«Тірліктен өлім жақсы!»- деп
390,Сұраймын өзім қазаны
391,Дене ауырса дұрыс-ақ
392,Дәрігер бақсы ем қылар
393,Жан ауырса ойлап бақ
394,Жанға емді кім қылар
395,Уланды жүрек жан күйед
396,Ішім толған қызыл шоқ
397, себептен Тәңірі ие
398,Денеге ем бар жанға - жоқ!
399,Мағжан Жұмабаев
400,Мағжан Жұмабаев өлеңдері
401,өлеңдер
402,Қазақша өлең
403,ауру
404, 
405,Ақсақ Темір сөзі
406,«Жиһан деген н нәрсе-
407,Алақанның ауданы!
408,Бір ауданда көй Тәңірі
409,Болудың тіпті жоқ сәні
410,Тәңірі - көктің Тәңірісі
411,Күңіренсін көгін билесін!
412,Жер Тәңірісі Темірмін
413,Жеріме Тәңірі тимесін!»
414,Көк Тәңірісі - Тәңірінің
415,Тұқымы жоқ заты жоқ
416,Жер Тәңірісі Темірдің
417,Тұқымы - түрік заты - от!
418,Мағжан Жұмабаев
419,Мағжан Жұмабаев өлеңдері
420,өлеңдер
421,Қазақша өлең
422,Ақсақ Темір сөзі
423, 
424,Бір биге
425,Ә биіміз биіміз
426,Түрленіп қапты үйіңіз
427,Тым-ақ тәуір күйіңіз
428,Байқаймын мол ғой тегінде
429,Алатын елден сыйыңыз
430,«Сен» деп сізге не дейін
431,Тамұқта мәңгі күйіңіз! 
432,Мағжан Жұмабаев
433,Мағжан Жұмабаев өлеңдері
434,өлеңдер
435,Қазақша өлең
436,бір биге
437, 
438,Бір кезде іштік арақты
439,Бір кезде іштік арақты
440,Асқардан асқар аспаққа
441,Ішеміз енді арақты
442,Қайғы мен қасірет баспаққа
443,«Баспаққа» деген жай бір сөз
444,Көз көмілді қаспаққа
445,Четушкалап арақты
446,Жастайтын болдық бас жаққа 
447,Мағжан Жұмабаев
448,Мағжан Жұмабаев өлеңдері
449,өлеңдер
450,Қазақша өлең
451,бір кезде
452,іштік арақты
453, 
454,Бір күні
455,Бір күні ерте оянып жаттым ойлап
456,Көп шыбын өрмелеген уық бойлап
457,Ұшқан боп жақындасып бір-біріне
458,Тайдырып орнын қозғап түртіп ойнап
459,Қарадым қалың тұман ойға түстім
460,Уыққа қарауымды дереу кестім
461,Шыбындай бір-бірімен талас қылған
462,Адамзат баласына енді көштім
463,«Япырмай осындай-ау адам-дағы
464,Бірі күшті біреуі жаман-дағы
465,Күштісі әлімжеттік қылғаннан соң
466,Дүние де жамандықтан аман-дағы
467,Күшсіздер сорлыларға атар таң жоқ
468,Көрінген бақ-дәулеттен ұшқан шаң жоқ
469,Жиғаны бар тапқаны – басқанікі
470,Керек десе тәнінде жалғыз жан жоқ!»-
471,Деп ойлап қалың ойда жатыр едім
472,Көп ойлап ой дәмінен татып едім
473,Естілді үй сыртынан апам даусы:
474,«Ноқта апар нағып тұрмай жатыр едің»
475,Төсектен мең-зең болып әрең тұрдым
476,Ноқта алып желі басына қарай жүрдім
477,«Күшсіздер сорлыларға атар таң жоқ!»
478,Деп ойлап баяғы ойға қайта кірдім
479,Қыздырып Күн ойлауға ерік бермеді
480,Мал шулап ойларымды еп көрмеді
481,«Күшсіздер де тырыссын қатар болсын!»-
482,Тас та енді жоқ ойды деп қол сермеді
483,Мағжан Жұмабаев
484,Мағжан Жұмабаев өлеңдері
485,өлеңдер
486,Қазақша өлең
487,бір күні
488, 
489,Балалық шағы
490,Балалық шағы -
491,Патшаның тағы
492,Ала алмас оны бағалап
493,Көп өтпей жыл
494,Тек жүрмей біл
495,Ілгергі күнді сағалап
496,Үйрен білім жастықта
497,Білмесең жанға қастық та!
498,Білімге жүгір
499,Жоқ ойдан түңіл -
500,Ерікке қоймай ентелеп
501,Қайтпас уақыт
502,Қал дәмін татып
503,Бос өткізбе еркелеп!
504,Жастық деген - бағасыз
505,Қадірін білмес санасыз
506,Жастық - алтын
507,Құрып қал салтын
508,Салты оның - үйрену
509,Өнер қуып
510,Бел бекем буып
511,Надандықтан жирену!
512,Тұрма қарғам ұмтыл!
513,Аты өшкірден құтыл!
514,Білімсіз - есек
515,Опасыз десек
516,Сөйлеп күліп жүрсе де
517,Өлікпен тең
518,Ит-құсқа жем
519,Тірі боп ғұмыр сүрсе де
520,Сондай болма қарағым
521,Даяр болсын жарағың!
522,Білген жан - көсем!
523,Сөйлесе - шешен
524,Жұртты аузына қаратар
525,Істегені - өрнек
526,Қор қылмас ермек
527,Нәрсені іске жаратар
528,Білімдінің сөзі - ем
529,Мейірімі көп етек - кең!
530,Жұртына мақтаулы
531,Сыбаға сақтаулы
532,«Пәлі!» деп қарсы алар
533,Іс қылар тежеп
534,Жан-жүрек өжет
535,Бет келгенді арсалар
536,Қайда барса - сыйымды
537,Білімі - мал бұйым-ды! 
538,Мағжан Жұмабаев
539,Мағжан Жұмабаев өлеңдері
540,өлеңдер
541,Қазақша өлең
542,балалық шағы
543, 
544,Батқан күн атқан таңның жыры
545,Алтын күн батып барады
546,Күйдіріп көктің жиегін
547,Құралай көзді қарағым
548,Болдың ба иіріп жібегің
549,Кұралай көзді қарағым
550,Қолыңа қардай бәтесті ал
551,Қандай қызыл жібекпен
552,Ақ бәтеске өрнек сал
553,Алтын Күн батып барады
554,Алтын Күн ақырын өледі
555,Сұр бұлттар - сорлы жар у
556,Қан жылап күнді көмеді
557,Күн өлді Көк күңіренді
558,Жер жамылды қарасын
559,Құралай көзді қарағым
560,Кестеңді қашан боласың
561,Сондай сұлу сәулетай
562,Бір қарашы Аңсадым
563,Суда ойнаған шабақтай
564,Сүйреңдейді саусағың
565,Қабаққа қатар тізілген
566,Кірпік пе Қара жібек пе
567,Бір қарашы қарағым
568,У толды ғой жүрекке!
569,Қалай батыл ойнайды
570,Сүйрік саусақ бізбенен!
571,Нең кетеді еркетай
572,Өлтірсең атып көзбенен
573,Қарама маған қарағым
574,Болсын көзің көргіште
575,Қандай қызыл жібекпен
576,Ақ бәтесті кестеле!
577,Жер жарынан айрылып
578,Жамылды қара басына
579,Бота көзді бұраң бел
580,Жіберші жақын қасыңа!
581,Қараңғылық қаптады
582,Қайғы ма басқан түн бе екен
583,Сыбдыр-сыбдыр әлде не
584,Жел ме Жүрген жын ба екен
585,Қабағың шытпа қарағым
586,Жаныңа жақын келейін
587,Қар бетіне қанменен
588, деп жаздың- көрейін!
589,Тым жақындап бармайын
590,Жырақтан жарар көз салсам
591, деп жаздың қарағым-
592,«Ел үшін өл ер болсаң!»
593,Құралай көзді қарағым
594,Жарылады-ау жас жүрек!
595,Көзіме қан толтырды
596,Қар үстінде қан жібек
597,«Ел үшін өл Ел үшін»-
598,Өмірді аяп не етейін!
599,Сүйріктен сұлу саусағың
600,Мен садаға кетейін!
601,Түнерген түн өледі
602,Ағарған анау таңы ма
603,Ақ бәтестің бетінде
604,Жүрегіңнің қаны ма
605,«Ел үшін өл Ел үшін»-
606,Өлесің жүрек дүрсілде!
607,Құралай көзді карағым
608,Кестеңе қарап күрсінбе!
609,Құралай көзді қарағым
610,Аттанайын таңменен
611,Ақ бәтес - ақ жалауым
612,Кестеленген қанменен
613,Қош бол енді қарағым
614,Мені есіңе алғайсың!
615,Енді бәтес бетіне:
616,«Иманды бол!»- деп жазғайсың
617,Алтын күн шығып келеді
618,Алтындап көктің жиегін
619,Кұралай көзді қарағым
620,Иіре бер жібегің! 
621,Мағжан Жұмабаев
622,Мағжан Жұмабаев өлеңдері
623,өлеңдер
624,Қазақша өлең
625,батқан күн
626,таңның жыры
627, 
628,Бостандық
629,Жер жүзін қан басқанда
630,Көбігі шығып аспанға
631,Жын жолдас боп адамға
632,Туралық теңдік ұмытылып
633,Інжід құран жыртылып
634,Жатқанда жерде - табанда
635,Қызыл қанға мас болып
636,Жүрегі қара тас болып
637,Айрылып естен адамзат
638,Ұмытып мейрімді иесін
639,Сойып салық түйесін
640,Тәңірісі боп Лат Манат
641,Жүргізіп ібіліс әмірін
642,Жауыздық жайып тамырын
643,Өршіп өтірік дұшпандық
644, Көк есігі ашылды
645,Жұмақ нұры шашылды
646,Келді ұшып бостандық
647,Ғарыш нұрлы жүзі бар
648,Кәусар жібек сөзі бар
649,Әдемі алмас ақ қанат
650,Жануарлар жердегі
651,Ынтасы - жақын көрмегі
652,Таңырқады анталап
653,Аппақ нұрға оранып
654,Ақырын ғана дем алып
655,Құрметпенен тұрысты
656,Сәуле көрмей шеккен зар
657,Аш-жалаңаш сорлылар
658,Қуанысты күлісті
659,Тез жалындап суынған
660,Жұмақтан да қуылған
661,Адамзат бір әуреде
662,Есін жиып күйленіп
663,Әбден бойы үйреніп
664,Алғаннан соң сәулеге-
665,Баяғысын бастады
666,Ұжданды былай тастады
667,Бостандықта жоқ жұмыс
668,Зар еңіреді талай жан
669,Сел боп ақты қызыл қан
670,Өтірік талау өлтіріс
671,Шірік жүрек сасықтар
672,Арамдыққа асықтар
673,Жетілді жетті мұратқа
674,Қыбырлаған қоңыздар
675,Қорсылдаған доңыздар
676,Көктен келген қонаққа
677,Тілін қолын тигізді
678,«Сасық сайтан» дегізді
679,Жауыздық тағы өрледі
680,Ізгі елшісі жұмақтың -
681,Қасиетті қонақтың
682,Ақ қанатын кірледі
683,Қыбырлаған қоңыздар
684,Қорсылдаған доңыздар
685,Тілегің болды - қуан құл
686,Бостандық - ізгі періште
687,Кетпекке ұшып ғарышқа
688,Ақ қанатын қомдап тұр
689,Мағжан Жұмабаев
690,Мағжан Жұмабаев өлеңдері
691,өлеңдер
692,Қазақша өлең
693,бостандық
694, 
695,Ботамды көрдім түсімде
696,Ботамды көрдім түсімде
697,Қырмызы моншақ тағынған
698,Ботамды көрдім түсімде
699,Атасын боздап сағынған
700,Апасы құшып еркесін
701,Көзінен меруерт ағызған
702,Мен сендерден садаға
703,Бөбегім жарым жанымнан! 
704,Мағжан Жұмабаев
705,Мағжан Жұмабаев өлеңдері
706,өлеңдер
707,Қазақша өлең
708,ботамды көрдім
709,түсімде
710,ботамды көрдім түсімде
711, 
712,Бұлбұл
713,Сайрайсың мұңды күймен жүз құбылтып
714,Кейде аяң кейде желіс кейде сылтып
715,Денені суытасың ысытасың
716,Тұрасың маужыратып кейде жылытып
717,Кұясың тәтті дауыс тамылжытып
718,Тұрады жан-жануар дәмін жұтып
719,У-шу жоқ қарқ-шиқ еткен қарға торғай
720,Ұялып әлдеқайда кеткен жытып
721,Ұста сөз мұңды даусың басты байлар
722,Тоқтаған шабуынан құлын-тайлар
723,Даусыңнан елжіремес нәрсе бар ма
724,Жас төгер бойы балқып терең сайлар
725,Бұлбұл құс! Кезімде жас кеудемде от
726,Болып мен саған келдім ішімде шоқ
727,Дертіме сенен ғана дәрмен болар
728,Басқадан анық білдім еш пайда жоқ
729,Бұл жерден ұшып кетші сәулем жаққа
730,Барып қон нәзік қана бір бұтаққа
731,Сөйле оған ашындырып менің жайым
732,Көңілін елжіретпей қанат қақпа!
733,Жүз құбылт дауысыңды өрте өзегін
734,Өртенсін қызыл жалын қыл төсегін
735,Ойын ал бойын балқыт сүйдір мені
736,Қалсын ол ойлай алмай өз есебін
737,Тез бұлбұл мұңды дауыс сиқыр тілдім
738,Дәрменді қалың дертке сенен білдім
739,Қылмасаң бір мейірім сорлы пендең
740,Қайғыдан қолым жетпей міне өлдім! 
741,Мағжан Жұмабаев
742,Мағжан Жұмабаев өлеңдері
743,өлеңдер
744,Қазақша өлең
745,бұлбұл
746, 
747,Бөбектің тілегі
748,Тоқтышағым тоғыз тап
749,Саулық қойым сегіз тап
750,Сегізін де семіз тап
751,Құла бием құлын тап
752,Құлын таппа құнан тап
753,Құнан тапсаң егіз тап
754,Бөкен жүнді бөрте ешкім
755,Төрт айда бол төрт ешкім
756,Төртеуің де бөрте бол
757,Өлмей жітпей есен боп
758,Қой алдында көсем боп
759,Төртеуің де серке бол
760,Әукем бұзауды алты тап
761,Әукелері салпылдап
762,Өгіз болсын атандай
763,Бақайлары майысып
764,Елемесін қайысып
765,Адам мінсе де атамдай 
766,Мағжан Жұмабаев
767,Мағжан Жұмабаев өлеңдері
768,өлеңдер
769,Қазақша өлең
770,бөбектің тілегі
771, 
772,Дін үйреткенге
773,Қармаңбай қарап жатып бақ күтуге
774,Ізденбей аласұрып тақ күтуге
775,Тағдырда бір тақтайда жазулы деп
776,Әр іске кім үйретті шақ күтуге
777,Шарқ ұрып ерікке ұмтылған ұшқыр жанды
778,Қайнаған тамырдағы ыстық қанды
779,Тұтқын ғып кім қамады Кім суытты
780,Кім алды қалың қайрат күшті әлді
781,Кешегі арыстанды айбыны зор
782,Жүректі жолбарыстай қайраты мол
783,Айырып ар-намыстан күштен естен
784,Кім қылды шала-жансар бір қорқақ құл!
785,Ақылға жан-жүрекке кісен салды
786,Көрмейтін көзді кер ғып арты-алды
787,Үйретіп дін деп құлдық қорқақтықты
788,Қандай құл бізге молда бола қалды!
789,Ойламай қорқақ құлдың тіліне еріп
790,Жай жатып тәуекелге тізгін беріп
791,Мінекей айрылдық қой бақтан тақтан!
792,Қайтейін әсіресе есіл ерік!
793,Жоқ енді жату болмас бос еңбексіз
794,Жалбарып: «Жасаған!» деп жас төкпеспіз
795,Өзің де сөзің де кет бізден аулақ
796,Жаны өлген жүрегі өлген мұндар кексіз
797,Біз жаңа көрдік таңның желі ескенін
798,Салқынмен сескендірмек боп ескенін
799,Сылдырлап су сыбырлап жапырақтар:
800,«Есіңді жи енді алаш тұр!»- дескенін!
801,Міне Күн! Сәулесі алтын жерді құшты
802,Жарыққа қуанысып құстар ұшты
803,Ізгі оймен ерік тілеп жарық тілеп
804,Ұшамыз біз де жиып есті күшті! 
805,Мағжан Жұмабаев
806,Мағжан Жұмабаев өлеңдері
807,өлеңдер
808,Қазақша өлең
809,дін үйреткенге
810, 
811,Достық һәм көз жасы
812,Достықты мастық туғызад
813,Шын-шын достар - екі мас
814,Жүректі мастық өртейді
815,Төккізіп көзден ыстық жас
816,Достықты ауру туғызад
817,Ауру адам - адал дос
818,Ауру көз жас төккізед
819,Ауырсаң ғана жүрек бос
820,Айық адам - аң адам
821,Дені сау адам - бейне тас
822,Достыққа баға бере алмас
823,Төкпес ол көзден ыстық жас
824,Шын дос боп ыстық жас төксін
825,Десең досқа арақ бер
826, болмаса Тәңіріден
827,Ауру бер деп тілей көр! 
828,Мағжан Жұмабаев
829,Мағжан Жұмабаев өлеңдері
830,өлеңдер
831,Қазақша өлең
832,д остық
833,көз жасы
834,достық һәм көз жасы
835, 
836,Еділдің сағасында
837,Араладым біраз күн
838,Еділдің саға өлкесін
839,Қазақты көрдім қуарған
840,Жүк тасып тескен желкесін
841,Балық аулап бозарып
842,Жайлау қылған көл төсін
843,Селеңдейтін селеңге
844,Мұжықтың аңдып бөлкесін
845,Сөз сөйлесе сабайтын
846,Орыстың «совсем» «толькосін
847,Ойланбаса мынау күй
848,Келтірер кімнің күлкісін!
849,Салалы сонау сағада
850,Біраз ел бар Байұлы
851,Жорғасы мен жүйрігі -
852,Қалтылдаған қайғы
853,Құрық салған құлыны -
854,Тулатып шанышқан жайыны
855,Қалағыңдай қайықтың
856,Сіріңке қара зайыбы!
857,Қара су балық - қорегі
858,Жоқтықтан жоқ-ау айыбы
859,Бұл күйге түспей құтылар
860,Қазағыңның қай ұлы!
861,Ауылға жеттік қайықпен
862,Көкжиекке күн бата
863,Бір лашықтың тұсына
864,Тұра қалдық үн қата
865,«Қош келдің!»- деп қарсы алды
866,Ақ сақалды бір ата
867,Бес бекіресін секіртіп
868,Алып кеп деді: «Ақ бата!»
869,Бекіресін жеп шүкір ғып
870,Біз де жаттық ай бата
